label, sentence
music,Mom, hit play on Outta Control (Remix) from Band-a-SKA on Qobuz
music,Recommend a diverse boerenrock playlist on iheartradio from BLACK SWAN 
cartoon,Inform me about Sto in en dalmatinec available for streaming
audio,Begin the background noise experience
audiobook,start an audio novel on music
bw_movie,play a black and white cinematic treasure
movie,find me some movie options on Tubi 
video,Explore videos on the latest gadgets and tech innovations on Deedo 
adult,play something hot
hentai,show me hentai episodes
audio,play airport ambiance
cartoon,Play a Az Emoji-film that's great for kids, please
game,What's your take on leveling up in Zero Hour: America's Medic on Pong (model C-100) 
documentary,Play a historical non-fiction documentary on CuriosityStream 
podcast,Play episodes from Crypto Current that were released last week on Listen Notes 
documentary,Can you suggest a Nature documentary available on Disney+ 
movie,Check if Sieben gegen Chicago from Ambient Entertainment is on Kemi adetiba visuals, dear
series,Search for the best episodes of webisode 
radio,start rock music radio
radio_drama,Explore humorous mystery and initiate playback on Valencian Digital Library 
movie,I humbly request the initiation of the exhibition for L'assassi del calendari directed by Centropolis Entertainment on Paramount+
bts,start behind the scenes of a movie set
radio_drama,Find something similar to Judge Dredd: Death Trap on Biblioteca Digital Hispanica
movie,Ugh, I've had the worst day, just put on Grub Girl from Pasquali Film on Namava , okay? It's, like, my comfort environmental film 
series,Inform me about the most recent special episodes available for What If You Love Too Much on YouTube Premium 
audio,play thunderstorm audio
video,play a historical video
audio,Can you find and play relaxing sounds 
movie,I'm excited to see the crush film movie Live at the Aladdin Las Vegas on Vudu 
music,I've been captivated by the depth of Elnatan Shalom 's music, especially in The Complete Roadrunner Collection 1989-2005 
adult,Begin your adult content exploration with Ass Worship on Indian Porn 365 
music,Hit me with Kan Ikke Slutte by Sasha e John Digweed on Soribada, please
anime,I want to see Gdleen in Romance on Crunchyroll 
music,Play Welt by Ismaila Toure from Ophelia on NetEase Cloud Music 
audiobook,Revisit the pages of Laws of Night and Silk through BookBeat 
bw_movie,Seek out a alien invasion film classic black and white movie on M-CAS 
audiobook,play an audiobooks about cooking
adult,Immerse yourself in Joanna Angel: Orgasmic Anal MILF within the Blonde category on FakeHostel 
bw_movie,Begin a triathlon films black and white movie in the bedroom
documentary,Suggest a documentary on Hulu worth watching
music,Play a song, any will work
movie,Recommend a movie from Deutsche Lichtspiel-Syndikat on CBS All Access 
trailer,search Nollywood trailers
anime,Time to enjoy some quality Japanese animation 
silent_movie,Play a silent movie by Lennauchfilm on the voice assistant's speaker
radio_drama,recommend a romantic drama radio show available on Radio Theatre Workshop 
music,Find a kvietstorma muziko album released in the last month on VK Music from Medium Productions 
video,I'm interested in virtual city tours; see if you can find any on Compound Media 
movie,Dear, do you have any recommendations for a good dance film movie with Alan Curtis on Kanopy
radio_drama,Start playing romantic comedy from ImagesDefense
movie,Watch Eventyr i New York from the laptop
game,Play Kudos 2 from my gaming library
music,Hunt for tracks in the Schuhplattler realm on Mixcloud 
documentary,play documentaries on philosophy
music,start a garage rock session
adult,view bukkake porn
audio,Tell me about sketch comedy audio recording available on Bibliotheca Hertziana - Rare book digitization and start playback
music,The latest novelty music tracks from Christians & Lions on Bugs! are quite impressive
series,Explore The Real Jesus of Nazareth episodes on YouTube 
music,Take it easy and cue up Lost Alone 2 by Genevieve Pasquier on Joox
movie,I'd like to watch a movie from Fleischer Studios on Filimo
silent_movie,Play silent films from Romania on Kemi adetiba visuals for me
video,Explore workout routines on DeviantArt 
hentai,Search for Dokyusei episodes online
video,What's the newest content in Team Dylan Haegens 
audio,Can you play sound effects for me
music,Streetz-n-Young Deuces has a diverse discography, and I'm currently hooked on The Beach at Redpoint from Untied 
news,search news broadcast
silent_movie,Commence playback of a silent film by Midas Filmes on the smart fridge
ad,Play the narrated version of The Bell Jar 
video,Play the latest history from h3h3Productions 
podcast,Find leisure podcast podcasts with inspiring stories on Crooked Media 
music,Start a track
audiobook,Play a phrase book with a compelling storyline on Instaread 
music,Start an old favorite
radio_drama,Recommend Hedda Gabler on Saudi Digital Library
movie,play a movie with witty dialogue
music,Create a muzika rock playlist for a relaxing weekend on Napster from BBC Records 
podcast,Recommend podcasts for a road trip on Radio Javan 
trailer,play the trailer for a heist film
music,Play a hit
tv_channel,Tune in to a live television show from ON Time Sports on Iambic Productions 
documentary,Give me details about Linh Nga on OPAR L'Orientale Open Archive and recommend something
music,play Follow My Leader
audio,start thriller sounds
adult,start amateur pornography
music,Play La battue from the album The Zookeeper's Boy on Pandora 
movie,Play the film San Quentin (film din 1937) on Viddsee from Amrion, it's an outstanding work
music,Reminisce with the golden hits of tembang dolanan on amazon music
movie,Start the movie West of England from Chenault Productions on Moviechi 
series,play TV show installment
music,Put on something I haven't heard before
news,Play the nearby news updates on Newsmax TV Online 
video,Explore food recipe videos on Motor Trend OnDemand 
radio_drama,What's the buzz about The Meeting of the Waters in the historical drama category on Audible 
short_film,watch a short cinematic journey that encourages
silent_movie,Initiate playback of a ecological documentary silent film from Caesar Film on the kitchen smart screen
series,Give me details about Krieg der Welten on Myfidelio 
radio,Playing a radio show from a popular streaming platform is something I'd enjoy
adult,start adult material
radio,play top 40 radio
audio,start echoey footsteps
silent_movie,Can you suggest a non-talking picture with a compelling storyline
music,Play the elegant Eesti kullafond: 45 parimat laulu on Bandcamp, if you please
series,Put on the most popular episode of Airport 24/7: Miami on Vongo 
movie,find me a movie in the ballet film category with stunning visuals and a compelling plot on Netflix 
silent_movie,I'm fascinated by the art of silent films; find me a mafia comedy film one on Kemi adetiba visuals 
movie,Ugh, why don't you ever watch The Za-Bum Circus on FandangoNOW from Korea Film Studio with me
game,play a kart racing game
silent_movie,Play Do and Dare in Moviechi for me
silent_movie,Can you immerse me in the charm of silent films on Exxen , possibly by Tobis Film 
bw_movie,Search for a classic film black and white film on the mobile device
music,Start the preferred music playlist, please
silent_movie,Find me a ballet film silent film on Exxen that offers a unique perspective from Specialfilms AS 
silent_movie,Discover silent cinema magic on M-CAS with a recommendation from Netflix 
cartoon,Watch Adventure on Max and start playback
bts,Find Harry el Dits llargs behind-the-scenes on Starz 
news,Give me the scoop on the local news from Sky News Stream 
music,Play something related to fife and drum blues on Revistas de Ideias e Cultura
trailer,Show me the preview footage of "Triple Threat" on Roku Channel with American football film 
radio_drama,Play audio theatrical content with audio theatre central
game,Start a gaming session with interactive game 
documentary,Look for Food and Cuisine on Mycology Collections data Portal and play it
anime,Watch Romance on Dramox and initiate playback
podcast,Recommend some motivational podcasts on Ausha 
music,Find and play a movie soundtrack I haven't encountered
movie,Could you find a film starring Jennifer Mischiati directed by Nicole Gratovsky in the athletics film category on CuriosityStream
movie,Can you recommend a movie with John McCarthy in the non-narrative film category on Hoopla
movie,Can you stream the film El Rolls-Royce amarillo on Mubi? It's a highly recommended collage film movie directed by Target Video 
movie,Cue up a film directed by Oduvaldo Vianna with Dita Parlo on Hoopla
news,Check out the news from ABC World News Tonight 
movie,I don't need your suggestions; just give me a Retrato de la clase obrera film with Shurenhuar 
radio,Begin your day with The White Hell of Pitz Palu on Kreativno-edukativni Studio 
movie,Suggest some legal film movies available on FilmStruck 
video,Find sega gameplay videos on GetsetflySCIENCE 
series,Can you tell me about the most recent episode of Rugby Special on X 
news,Can you play the news from Eritrea on The Guardian Live 
movie,play a movie with a strong storyline and stunning visuals on Shudder 
tv_channel,Play a TV episode on Trojka through Tout sur l'ecran 
